HouseholdSurvey.earninc_hihsp,HouseholdSurvey.hihage,HouseholdSurvey.hihgender,HouseholdSurvey.hihecon,HouseholdSurvey.specon,HouseholdSurvey.age_1,HouseholdSurvey.hhwork,HouseholdSurvey.hedqual8,HouseholdSurvey.nssec2,HouseholdSurvey.seg,HouseholdSurvey.tothinc,HouseholdSurvey.ha7_1,HouseholdSurvey.hb509,HouseholdSurvey.save1,HouseholdSurvey.credit109a,HouseholdSurvey.credit309c,HouseholdSurvey.hcost_amt,HouseholdSurvey.hk2
62000,44,1,2,2,9,3,3,7,9,8,2,1,2,0,1,480,3
62000,44,1,2,3,9,3,NA,5,8,8,2,1,NA,NA,NA,500,3
5000,64,1,1,NA,13,1,1,4,12,1,1,2,NA,NA,NA,NA,1
0,79,2,5,NA,16,2,1,9,17,2,5,4,NA,NA,NA,390,3
0,64,2,10,10,13,5,6,2,2,1,10,4,NA,NA,NA,340,3
16000,37,1,2,NA,8,1,3,7,11,4,2,4,1,0,0,290,3
7000,59,1,5,1,12,4,4,9,17,8,5,2,3,0,0,NA,3
62000,51,1,2,2,11,3,3,2,2,8,2,4,3,0,0,430,1
22000,68,1,1,4,13,4,6,4,14,5,4,2,3,0,0,NA,1
22000,27,1,2,NA,6,1,1,6,10,5,2,2,NA,NA,NA,NA,2
31000,45,2,3,2,9,3,NA,3,6,7,3,2,NA,NA,NA,NA,2
42000,40,1,2,2,8,3,6,6,10,8,2,1,NA,NA,NA,310,3
48000,59,1,1,3,12,3,1,4,14,8,3,2,NA,NA,NA,NA,1
62000,49,1,1,3,10,3,4,4,13,8,3,2,NA,NA,NA,NA,1
62000,49,2,2,2,10,3,4,2,5,8,2,1,NA,NA,NA,1000,3
0,80,1,5,5,16,5,1,9,17,6,5,2,NA,NA,NA,NA,2
15000,62,1,5,1,13,4,2,4,13,6,5,1,3,0,0,240,1
0,86,1,5,NA,18,2,6,9,17,4,5,2,3,0,0,NA,2
29000,52,1,2,NA,11,1,3,5,9,6,2,1,NA,NA,NA,460,1
30000,66,2,2,2,13,3,3,2,5,7,2,1,NA,NA,NA,400,3
29000,43,1,3,3,9,3,4,2,5,7,3,2,3,0,0,NA,3
12000,69,1,5,3,13,4,1,9,17,3,3,2,NA,NA,NA,NA,2
40000,28,1,2,1,6,3,2,1,4,8,1,1,2,1,0,630,2
0,69,1,5,5,14,5,4,9,17,7,5,1,3,1,1,240,2
6000,61,1,3,NA,13,1,1,6,6,6,3,2,NA,NA,NA,NA,2
22000,65,1,1,5,13,4,4,4,12,8,5,2,NA,NA,NA,NA,1
24000,58,1,2,5,13,4,4,2,5,7,5,2,NA,NA,NA,NA,1
10000,45,2,3,NA,9,1,3,6,6,6,3,1,NA,NA,NA,750,2
39000,48,1,2,2,10,3,4,2,5,8,2,1,3,1,0,300,2
3000,61,1,1,4,13,4,1,4,12,7,1,2,NA,NA,NA,NA,3
39000,29,1,2,2,6,3,3,6,10,7,2,4,NA,NA,NA,370,2
55000,55,1,2,3,11,3,4,2,2,8,2,2,NA,NA,NA,NA,1
0,67,2,5,5,14,5,4,9,17,7,5,2,3,0,1,NA,1
62000,60,1,3,3,11,3,4,3,6,8,3,1,NA,NA,NA,850,3
53000,32,1,1,3,7,3,1,4,14,8,1,1,NA,NA,NA,800,2
0,77,2,5,NA,16,2,NA,9,17,3,5,4,3,0,0,240,3
5000,67,1,5,1,13,4,4,4,12,4,1,2,NA,NA,NA,NA,2
0,73,1,5,NA,15,2,1,4,2,2,5,2,NA,NA,NA,NA,1
62000,56,1,2,3,12,3,1,1,1,8,2,1,NA,NA,NA,600,1
37000,38,1,2,2,10,3,3,7,9,7,2,4,NA,NA,NA,550,4
36000,47,2,1,NA,10,1,4,1,3,7,1,1,NA,NA,NA,460,2
31000,37,1,1,3,8,3,2,4,12,7,3,1,3,1,0,410,2
0,84,2,5,NA,17,2,6,9,17,NA,5,2,NA,NA,NA,NA,1
0,66,1,5,5,13,5,4,9,17,NA,5,2,NA,NA,NA,NA,2
32000,38,1,2,3,8,3,4,1,4,7,2,1,NA,NA,NA,760,3
0,67,1,5,5,14,5,4,9,17,7,5,2,NA,NA,NA,NA,1
20000,58,1,2,3,12,3,1,2,2,5,3,2,NA,NA,NA,NA,3
0,83,2,5,NA,17,2,5,9,17,3,5,4,3,0,0,370,2
22000,38,1,1,NA,8,1,1,4,12,5,1,4,NA,NA,NA,430,5
56000,42,1,1,3,8,3,4,2,5,8,3,1,NA,NA,NA,500,1
41000,38,1,2,2,9,3,2,5,9,8,2,1,5,0,0,500,3
62000,35,1,2,2,7,3,2,2,2,8,2,1,NA,NA,NA,380,1
38000,36,1,2,2,8,3,2,2,5,8,2,1,3,1,0,500,2
28000,35,1,2,3,7,3,NA,7,9,6,2,4,1,0,0,410,3
28000,51,2,2,NA,11,1,3,2,5,6,2,1,3,1,1,330,2
39000,39,1,2,1,7,3,2,7,9,8,1,1,NA,NA,NA,500,2
21000,59,1,1,NA,13,1,6,4,13,5,10,2,NA,NA,NA,NA,1
0,78,2,5,NA,16,2,1,9,17,2,5,2,NA,NA,NA,NA,2
57000,71,1,3,3,14,3,4,1,4,8,3,2,NA,NA,NA,NA,2
40000,46,1,2,2,10,3,3,5,9,8,2,1,NA,NA,NA,630,2
0,71,2,5,NA,15,2,3,9,17,4,5,2,NA,NA,NA,NA,2
0,68,2,5,NA,14,2,4,9,17,2,5,4,2,0,0,370,3
46000,47,1,13,13,10,5,3,2,2,8,2,1,3,0,0,1000,2
30000,44,2,1,NA,9,1,3,4,2,7,1,4,NA,NA,NA,420,2
0,47,1,10,NA,10,2,4,5,9,3,10,4,2,0,0,240,5
60000,37,1,2,2,8,3,3,2,5,8,2,1,NA,NA,NA,400,2
0,67,1,5,5,13,5,3,4,13,2,5,2,NA,NA,NA,NA,2
0,49,1,10,NA,10,2,NA,4,14,4,10,1,NA,NA,NA,260,4
54000,39,1,2,3,8,3,3,2,5,8,2,1,NA,NA,NA,500,1
0,34,1,6,NA,7,2,2,7,11,1,6,4,NA,NA,NA,240,5
9000,70,1,3,5,13,4,1,6,10,3,5,4,3,0,0,360,2
24000,39,1,2,4,8,4,4,1,4,5,4,5,2,0,0,NA,2
62000,58,1,2,3,12,3,3,7,11,8,3,1,NA,NA,NA,240,3
56000,42,2,3,2,9,3,4,2,5,8,3,1,NA,NA,NA,540,2
0,76,1,5,NA,16,2,6,9,17,3,5,4,NA,NA,NA,390,3
48000,57,1,2,3,12,3,2,2,2,8,2,2,NA,NA,NA,NA,1
10000,50,2,3,NA,10,1,2,7,11,4,3,4,NA,NA,NA,390,5
31000,56,1,1,1,12,3,1,4,12,7,1,2,NA,NA,NA,NA,2
0,59,1,5,NA,12,2,3,2,5,5,5,2,NA,NA,NA,NA,2
0,60,1,5,5,14,5,2,5,8,5,5,2,NA,NA,NA,NA,1
35000,33,1,2,2,6,3,3,1,5,7,2,1,3,1,0,670,2
0,68,2,5,NA,14,2,1,9,17,2,5,2,NA,NA,NA,NA,2
20000,61,1,2,NA,13,1,4,7,11,5,2,4,1,1,0,450,3
57000,37,1,1,3,8,3,3,4,14,8,3,1,NA,NA,NA,1000,3
24000,58,2,2,NA,12,1,6,6,10,5,2,1,3,0,0,430,3
0,77,1,5,5,16,5,6,9,17,5,5,2,NA,NA,NA,NA,1
44000,55,1,1,2,10,3,1,4,12,8,2,1,NA,NA,NA,690,3
45000,60,1,2,3,12,3,4,1,4,8,2,2,NA,NA,NA,NA,3
0,70,1,5,NA,14,2,6,9,17,3,5,5,NA,NA,NA,NA,3
31000,36,1,2,3,6,3,1,3,6,7,3,1,3,0,0,580,2
0,65,2,5,NA,13,2,6,9,17,5,5,4,NA,NA,NA,400,4
0,65,2,5,NA,13,2,4,2,6,3,5,2,NA,NA,NA,NA,3
18000,65,1,2,NA,13,1,3,7,11,4,2,4,1,0,0,280,4
18000,53,1,2,NA,11,1,6,7,11,5,2,4,NA,NA,NA,420,5
41000,53,1,2,3,10,3,4,5,9,8,3,2,NA,NA,NA,NA,2
23000,56,1,2,NA,12,1,4,5,9,5,2,4,NA,NA,NA,290,5
0,78,1,5,5,16,5,6,9,17,4,5,2,NA,NA,NA,NA,3
0,78,1,5,NA,16,2,6,9,17,4,5,4,NA,NA,NA,350,1
20000,45,1,2,10,8,4,4,2,5,7,10,1,3,0,0,700,2
30000,58,1,2,NA,12,1,NA,6,10,6,2,1,3,0,0,500,2
0,80,1,5,5,16,5,6,9,17,4,5,2,3,0,0,NA,2
14000,47,2,2,6,10,4,3,7,11,4,2,1,NA,NA,NA,840,3
26000,67,1,2,NA,14,1,6,7,9,6,2,2,3,0,0,NA,1
47000,49,1,2,2,10,3,1,5,8,8,2,1,3,0,0,520,3
23000,50,2,2,NA,10,1,3,3,6,5,2,1,NA,NA,NA,550,3
32000,49,2,2,2,12,3,2,3,6,7,2,1,NA,NA,NA,310,3
11000,57,2,3,NA,12,1,1,3,6,3,3,2,NA,NA,NA,NA,2
12000,69,2,3,NA,14,1,6,7,11,5,3,4,NA,NA,NA,350,2
12000,56,2,2,NA,12,1,6,6,6,3,2,4,NA,NA,NA,340,3
0,73,2,5,NA,15,2,6,9,17,4,5,4,NA,NA,NA,420,3
47000,32,1,2,1,7,3,2,6,10,8,1,4,NA,NA,NA,370,2
61000,34,1,2,NA,7,1,3,2,5,8,2,1,NA,NA,NA,550,6
43000,52,1,2,2,11,3,1,7,9,8,2,1,3,1,0,400,3
0,86,2,5,NA,18,2,6,9,17,NA,5,2,NA,NA,NA,NA,2
0,84,1,5,5,17,5,6,9,17,3,5,2,2,0,0,NA,3
31000,48,1,2,NA,10,1,3,5,9,7,2,4,3,0,0,380,1
49000,52,1,2,2,11,3,4,2,5,8,2,1,NA,NA,NA,420,3
0,74,1,3,5,15,4,1,9,17,1,5,2,3,0,0,NA,2
0,76,2,5,5,16,5,4,9,17,7,5,2,3,0,0,NA,3
0,71,2,5,NA,15,2,NA,9,17,3,5,2,NA,NA,NA,NA,3
36000,53,1,2,4,11,4,3,2,2,7,4,1,NA,NA,NA,450,3
44000,55,1,2,3,11,3,2,2,2,8,2,2,3,1,1,NA,2
50000,47,1,2,3,10,3,4,1,4,8,2,1,2,1,0,800,2
34000,46,1,1,4,13,4,NA,2,2,7,4,1,NA,NA,NA,500,2
0,54,2,2,6,11,4,1,1,1,NA,6,1,2,0,0,600,3
0,20,2,4,NA,4,2,1,7,7,NA,4,4,NA,NA,NA,380,1
13000,44,2,3,NA,9,1,3,3,5,6,3,2,NA,NA,NA,NA,3
26000,27,1,2,3,6,3,6,7,9,6,2,4,NA,NA,NA,360,2
53000,42,1,2,3,9,3,4,5,8,8,2,1,NA,NA,NA,510,1
37000,29,1,2,NA,6,1,4,6,10,7,2,1,NA,NA,NA,500,2
0,76,1,5,5,14,5,6,9,17,6,5,2,NA,NA,NA,NA,2
0,86,1,5,5,17,5,5,9,17,6,5,2,NA,NA,NA,NA,1
0,67,2,5,NA,14,2,4,5,8,7,5,2,NA,NA,NA,NA,1
0,48,1,3,NA,10,1,NA,9,17,2,3,4,NA,NA,NA,460,3
20000,57,2,2,NA,12,1,3,3,6,5,2,4,2,1,0,340,3
34000,62,1,2,4,13,4,4,5,8,7,2,2,3,0,0,NA,2
0,86,2,5,NA,18,2,NA,9,17,2,5,2,4,0,0,NA,3
48000,51,1,2,3,10,3,2,5,8,8,3,2,3,1,0,NA,2
62000,45,2,2,2,9,3,4,2,5,8,2,2,3,1,0,NA,2
48000,42,2,1,1,9,3,3,4,12,8,1,4,NA,NA,NA,800,3
0,50,1,6,NA,10,2,6,7,11,1,6,2,NA,NA,NA,NA,5
27000,66,2,3,5,14,4,4,6,10,8,5,2,NA,NA,NA,NA,2
52000,59,1,2,2,12,3,2,2,5,8,2,1,NA,NA,NA,400,5
2000,71,1,3,5,15,4,1,7,11,7,5,2,NA,NA,NA,NA,1
23000,65,1,1,5,13,4,1,4,12,8,1,2,NA,NA,NA,NA,1
28000,34,1,2,3,7,3,2,2,5,6,2,4,1,1,0,400,5
0,38,2,4,NA,8,2,2,2,5,3,4,4,1,0,0,330,3
62000,59,1,1,3,13,3,1,2,2,8,3,1,NA,NA,NA,740,2
0,54,1,10,10,11,5,1,9,17,4,10,4,NA,NA,NA,380,5
26000,37,1,2,NA,8,1,4,2,5,6,2,1,NA,NA,NA,680,3
0,66,1,5,NA,14,2,5,9,17,4,5,4,NA,NA,NA,420,3
24000,26,2,2,NA,6,1,4,2,5,5,2,4,2,1,0,700,2
0,61,1,5,NA,13,2,3,1,4,NA,5,2,NA,NA,NA,NA,2
0,73,1,5,5,14,5,1,7,9,5,5,2,3,0,0,NA,2
20000,48,2,2,NA,10,1,4,2,5,5,2,1,3,1,1,530,2
0,80,2,5,NA,16,2,4,9,17,4,5,2,3,0,0,NA,3
56000,48,1,1,2,10,3,1,4,12,8,2,1,NA,NA,NA,630,2
23000,38,1,2,NA,8,1,2,7,9,5,2,4,NA,NA,NA,330,2
0,81,2,5,NA,17,2,6,9,17,4,5,2,NA,NA,NA,NA,1
19000,33,1,2,NA,7,1,1,7,9,4,2,4,2,0,0,470,3
0,67,2,5,NA,14,2,6,9,17,5,5,4,1,0,0,400,3
0,84,2,5,NA,17,2,4,9,17,4,5,2,NA,NA,NA,NA,2
0,78,1,5,5,16,5,5,9,17,4,5,2,NA,NA,NA,NA,3
18000,47,1,1,NA,10,1,3,4,14,4,1,4,NA,NA,NA,350,5
43000,28,2,2,2,6,3,4,1,4,8,2,4,NA,NA,NA,700,1
47000,57,2,2,2,11,3,3,2,5,8,2,2,NA,NA,NA,NA,3
25000,50,2,2,NA,10,1,2,2,2,5,2,4,NA,NA,NA,330,3
52000,47,1,2,2,10,3,2,1,1,8,2,1,NA,NA,NA,500,3
60000,52,1,2,NA,11,1,3,5,8,8,2,1,3,0,0,720,1
30000,28,1,2,NA,6,1,3,2,5,6,2,1,NA,NA,NA,620,2
62000,40,2,2,2,9,3,NA,1,1,8,2,1,NA,NA,NA,240,2
45000,21,2,2,2,5,3,NA,6,6,8,2,4,NA,NA,NA,650,2
14000,63,1,3,NA,13,1,4,6,10,3,3,2,NA,NA,NA,NA,3
0,30,1,6,6,6,5,NA,4,12,4,6,4,2,1,0,330,5
42000,53,1,2,3,11,3,4,2,2,8,2,1,3,0,0,240,1
54000,48,1,2,NA,10,1,3,3,6,8,2,1,NA,NA,NA,900,1
0,82,1,5,NA,17,2,5,9,17,4,5,2,NA,NA,NA,NA,1
0,86,1,5,NA,18,2,5,9,17,1,5,4,NA,NA,NA,330,2
0,72,1,5,NA,15,2,2,9,17,2,5,4,NA,NA,NA,350,3
14000,24,2,4,2,5,4,5,9,17,5,4,4,NA,NA,NA,340,5
0,75,1,5,5,15,5,5,9,17,7,5,4,NA,NA,NA,320,1
34000,24,1,2,NA,5,1,2,7,10,7,2,1,NA,NA,NA,300,2
0,68,1,5,5,14,5,1,5,9,4,5,2,NA,NA,NA,NA,1
53000,56,1,2,3,12,3,2,2,5,8,2,1,NA,NA,NA,240,1
40000,41,1,1,3,9,3,2,4,12,8,1,4,NA,NA,NA,400,3
0,71,1,5,5,14,5,1,9,17,3,5,2,NA,NA,NA,NA,3
21000,47,2,2,NA,10,1,2,3,5,5,2,1,NA,NA,NA,520,1
15000,41,2,2,NA,9,1,3,3,6,4,2,1,3,1,0,370,1
3000,82,2,3,NA,17,1,1,7,11,4,3,2,NA,NA,NA,NA,3
0,22,1,10,NA,5,2,6,9,17,2,10,4,NA,NA,NA,340,3
14000,58,2,2,10,13,4,1,6,10,5,10,4,NA,NA,NA,360,3
37000,51,1,2,3,9,3,3,7,9,7,3,1,3,1,0,500,2
0,57,1,10,NA,12,2,5,9,17,2,10,2,2,0,0,NA,2
9000,59,1,1,NA,12,1,5,7,9,2,1,4,3,0,0,330,2
0,47,2,10,10,10,5,3,5,8,4,10,4,1,0,0,370,2
0,56,1,3,4,12,4,4,9,17,7,3,4,NA,NA,NA,570,5
14000,50,1,10,2,10,4,2,9,17,7,10,4,NA,NA,NA,430,2
0,67,2,5,NA,14,2,1,9,17,4,5,2,NA,NA,NA,NA,2
54000,46,2,2,2,12,3,1,2,5,8,2,1,3,1,0,320,3
18000,51,2,2,11,11,4,6,6,6,4,2,2,NA,NA,NA,NA,1
0,65,2,5,5,15,5,3,9,17,6,5,2,3,1,0,NA,1
0,85,1,5,NA,17,2,5,9,17,4,5,2,2,1,0,NA,3
3000,37,2,2,NA,8,1,5,4,12,3,2,4,1,0,0,360,3
0,68,1,5,5,14,5,4,9,17,7,5,2,NA,NA,NA,NA,1
36000,28,1,1,NA,6,1,2,4,2,7,1,4,NA,NA,NA,400,2
0,65,2,5,NA,13,2,4,2,5,NA,5,2,1,0,0,NA,2
0,79,1,5,5,16,5,5,9,17,4,5,2,NA,NA,NA,NA,3
0,73,2,5,NA,15,2,5,9,17,3,5,4,3,0,0,240,3
17000,61,2,2,NA,13,1,1,2,5,4,2,4,NA,NA,NA,360,2
50000,39,1,2,4,8,4,NA,5,8,8,4,2,3,1,0,NA,1
0,67,1,5,5,14,5,5,9,17,8,5,2,NA,NA,NA,NA,1
0,83,1,5,5,17,5,3,9,17,6,5,2,NA,NA,NA,NA,2
40000,36,1,2,2,6,3,4,2,5,7,2,1,NA,NA,NA,330,2
47000,53,1,1,NA,11,1,4,4,12,8,1,2,NA,NA,NA,NA,2
0,71,1,5,NA,15,2,5,9,17,3,5,4,NA,NA,NA,240,2
37000,43,2,3,2,9,3,3,2,5,7,3,1,NA,NA,NA,260,3
26000,46,1,2,2,4,3,2,2,5,6,8,2,NA,NA,NA,NA,2
30000,43,1,2,NA,9,1,4,2,2,7,2,2,NA,NA,NA,NA,1
57000,54,1,2,2,11,3,1,2,2,8,2,5,NA,NA,NA,NA,3
0,38,2,4,10,8,5,4,5,8,4,4,4,NA,NA,NA,270,3
0,72,1,5,5,15,5,1,9,17,5,5,4,3,0,0,390,2
0,67,1,5,5,14,5,4,2,5,4,5,2,NA,NA,NA,NA,2
36000,48,2,2,NA,10,1,4,1,4,7,2,1,NA,NA,NA,540,2
39000,64,2,2,5,13,4,4,2,2,8,2,1,NA,NA,NA,240,1
0,84,1,5,5,17,5,3,9,17,5,5,2,3,1,0,NA,1
0,76,2,5,NA,16,2,4,9,17,4,5,2,NA,NA,NA,NA,1
26000,38,1,2,NA,8,1,4,2,5,6,2,1,NA,NA,NA,500,3
0,61,1,5,5,13,5,4,2,2,2,5,2,NA,NA,NA,NA,2
37000,56,1,2,2,12,3,4,2,2,8,2,2,3,1,0,NA,1
50000,35,1,2,2,7,3,4,2,5,8,2,1,NA,NA,NA,450,2
0,81,1,5,5,16,5,3,9,17,8,5,2,NA,NA,NA,NA,2
0,75,1,5,5,15,5,2,9,17,4,5,2,NA,NA,NA,NA,1
0,73,1,5,5,14,5,3,9,17,7,5,2,3,1,0,NA,1
11000,41,1,1,4,7,4,2,2,5,3,4,1,2,1,0,1000,3
15000,24,1,2,6,5,4,3,2,5,5,6,4,NA,NA,NA,430,3
20000,25,2,2,NA,5,1,4,2,5,4,2,4,2,0,0,500,1
62000,52,1,2,2,10,3,4,2,2,8,2,1,3,0,0,300,2
52000,49,2,2,2,10,3,3,2,5,8,2,4,NA,NA,NA,430,2
34000,34,1,2,3,7,3,1,7,9,7,2,1,NA,NA,NA,600,3
33000,52,2,2,2,12,3,1,6,10,7,2,1,NA,NA,NA,280,2
54000,56,1,2,2,11,3,2,9,17,8,2,1,NA,NA,NA,NA,1
23000,54,2,3,3,12,3,5,6,10,5,3,4,NA,NA,NA,370,2
38000,60,1,3,3,12,3,5,3,5,7,3,2,NA,NA,NA,NA,1
35000,48,1,2,2,10,3,3,5,8,7,2,1,NA,NA,NA,500,2
25000,50,2,2,NA,10,1,4,2,5,5,2,1,3,0,0,270,2
12000,68,1,1,NA,14,1,4,4,2,6,1,2,NA,NA,NA,NA,1
46000,54,1,2,1,11,3,1,2,2,8,2,1,3,0,0,540,3
35000,52,2,2,2,11,3,2,6,10,7,2,1,NA,NA,NA,340,2
0,76,2,5,NA,16,2,4,9,17,2,5,2,3,1,0,NA,1
36000,65,1,1,5,5,4,2,2,2,7,1,2,3,1,0,NA,2
62000,41,1,2,3,9,3,4,1,1,8,2,1,3,1,0,1000,3
12000,71,1,5,2,15,4,1,9,17,6,5,2,NA,NA,NA,NA,3
0,65,2,5,NA,13,2,5,3,5,4,5,2,NA,NA,NA,NA,1
0,67,2,5,5,14,5,2,2,5,5,5,2,3,1,0,NA,2
0,86,1,5,NA,18,2,1,9,17,3,5,2,NA,NA,NA,NA,2
55000,33,1,2,3,7,3,4,1,4,8,3,1,NA,NA,NA,850,2
0,75,2,5,NA,15,2,5,9,17,3,5,4,NA,NA,NA,490,3
26000,48,2,3,3,10,3,3,2,6,6,3,2,3,1,0,NA,1
14000,59,2,2,NA,12,1,4,6,6,3,2,2,NA,NA,NA,NA,1
29000,59,2,3,NA,7,1,2,4,12,6,1,2,5,0,0,NA,2
36000,51,2,1,2,11,3,2,2,2,7,1,1,1,1,0,750,1
62000,56,1,3,2,11,3,2,2,5,8,2,1,3,1,0,670,3
37000,27,1,2,2,6,3,4,5,8,7,2,4,3,0,0,700,3
0,73,2,5,NA,15,2,5,9,17,4,5,4,NA,NA,NA,280,2
0,67,1,5,5,14,5,2,9,17,6,5,4,NA,NA,NA,420,1
50000,45,1,2,3,9,3,3,5,9,8,2,1,3,1,0,960,1
0,65,1,5,5,13,5,3,9,17,6,5,1,NA,NA,NA,300,2
0,72,1,5,5,15,5,2,9,17,4,5,2,NA,NA,NA,NA,2
0,56,1,6,NA,12,2,2,7,9,2,6,4,1,0,0,330,4
0,64,2,5,NA,13,2,4,9,17,1,5,2,3,0,0,NA,2
21000,39,1,2,NA,8,1,4,2,5,5,2,1,3,1,0,240,3
0,28,1,6,NA,6,2,6,7,10,2,6,4,NA,NA,NA,410,5
0,86,2,5,NA,18,2,5,9,17,2,5,2,3,1,0,NA,1
20000,39,1,2,NA,8,1,5,7,11,5,2,1,1,0,0,470,3
0,74,1,5,NA,15,2,5,9,17,5,5,4,1,0,0,330,2
0,79,1,5,NA,16,2,2,1,5,3,5,4,NA,NA,NA,240,2
17000,33,1,2,NA,7,1,3,5,9,4,2,1,2,0,0,240,3
0,54,2,10,NA,11,2,5,9,17,3,10,4,NA,NA,NA,310,2
15000,30,1,2,6,6,4,2,6,10,5,2,4,1,0,0,320,3
0,57,2,5,NA,12,2,6,9,17,2,5,4,1,0,0,300,6
0,62,1,5,NA,13,2,4,1,5,4,5,2,NA,NA,NA,NA,1
0,68,2,5,NA,14,2,3,9,17,4,5,2,NA,NA,NA,NA,2
46000,29,1,2,NA,11,1,3,5,9,8,2,1,2,0,0,310,2
52000,40,1,2,2,9,3,1,5,8,8,2,1,2,0,0,650,1
26000,49,1,1,2,10,3,2,2,12,6,1,1,NA,NA,NA,400,1
0,83,2,5,NA,17,2,5,9,17,3,5,2,NA,NA,NA,NA,3
0,72,1,5,5,15,5,5,9,17,4,5,2,NA,NA,NA,NA,3
53000,45,1,2,2,9,3,4,2,5,8,2,1,NA,NA,NA,430,1
0,59,2,5,NA,12,2,2,9,17,NA,5,2,2,0,0,NA,3
37000,48,2,2,2,10,3,4,1,1,7,2,2,NA,NA,NA,NA,1
0,74,1,5,5,15,5,5,9,17,6,5,1,NA,NA,NA,240,2
27000,60,1,2,2,12,3,3,7,11,6,2,4,NA,NA,NA,400,3
0,28,2,6,NA,6,2,3,9,17,3,6,2,NA,NA,NA,NA,5
31000,55,1,1,2,12,3,5,4,12,7,2,4,NA,NA,NA,400,2
0,86,2,5,NA,18,2,5,9,17,3,5,2,NA,NA,NA,NA,3
30000,45,1,2,2,9,3,1,2,5,6,2,5,NA,NA,NA,NA,2
48000,43,1,2,2,9,3,2,7,7,8,2,1,NA,NA,NA,670,2
0,56,1,10,NA,12,2,NA,9,17,2,10,4,NA,NA,NA,480,5
47000,48,1,2,3,10,3,3,5,9,8,2,1,3,0,0,1000,3
0,49,2,10,8,11,5,2,9,17,5,8,4,NA,NA,NA,360,3
21000,29,2,2,NA,6,1,4,3,6,5,2,1,3,0,0,300,3
0,72,1,5,NA,15,2,3,9,17,4,5,2,NA,NA,NA,NA,3
0,71,1,5,5,15,5,2,9,17,4,5,1,NA,NA,NA,240,3
0,70,2,5,NA,14,2,6,2,2,2,5,2,NA,NA,NA,NA,1
0,64,1,5,5,13,5,1,9,17,6,5,2,NA,NA,NA,NA,3
36000,44,2,1,NA,9,1,2,4,12,7,1,4,2,0,0,300,3
22000,29,1,2,NA,6,1,4,2,5,5,2,4,NA,NA,NA,410,1
41000,51,1,2,2,11,3,3,5,9,8,2,2,NA,NA,NA,NA,1
0,61,2,5,10,13,5,2,2,5,4,5,4,NA,NA,NA,410,1
30000,36,1,2,NA,8,1,1,5,10,6,2,4,NA,NA,NA,480,3
0,61,1,5,NA,13,2,1,9,17,3,5,4,NA,NA,NA,290,3
0,37,2,10,NA,8,2,2,9,17,2,10,4,NA,NA,NA,380,5
0,68,1,5,5,14,5,1,2,5,6,5,2,NA,NA,NA,NA,1
34000,61,1,2,NA,13,1,4,1,4,7,2,2,NA,NA,NA,NA,2
0,34,2,10,10,7,5,6,9,17,4,10,4,NA,NA,NA,450,3
47000,40,1,2,3,8,3,1,3,9,8,2,1,3,1,0,320,2
0,76,2,5,NA,16,2,6,9,17,3,5,4,5,0,0,300,3
0,76,2,5,NA,16,2,2,9,17,4,5,2,NA,NA,NA,NA,3
0,79,1,5,NA,16,2,6,9,17,2,5,2,NA,NA,NA,NA,3
46000,60,1,2,3,12,3,2,3,6,8,2,2,NA,NA,NA,NA,2
11000,49,2,3,NA,10,1,2,6,10,3,3,1,NA,NA,NA,240,2
22000,42,2,2,NA,9,1,2,3,5,5,2,1,3,0,0,240,2
43000,37,1,2,3,8,3,2,7,9,8,2,1,NA,NA,NA,520,2
0,64,1,5,5,13,5,2,7,9,3,5,2,3,1,0,NA,1
0,67,1,5,NA,14,2,6,9,17,4,5,4,NA,NA,NA,320,2
0,56,1,6,NA,12,2,1,9,17,1,6,4,NA,NA,NA,450,4
8000,33,1,3,4,7,4,1,7,11,4,4,4,NA,NA,NA,340,3
0,86,2,5,NA,18,2,7,9,17,NA,5,4,NA,NA,NA,490,2
10000,39,2,3,NA,8,1,1,6,10,5,3,4,NA,NA,NA,320,2
0,62,2,10,NA,13,2,1,9,17,2,10,2,NA,NA,NA,NA,2
62000,50,2,2,3,10,3,4,1,1,8,2,1,NA,NA,NA,740,2
39000,37,1,2,NA,8,1,4,2,5,7,2,1,NA,NA,NA,370,1
43000,31,2,2,2,7,3,4,2,5,8,2,5,3,1,0,NA,2
0,77,2,5,5,16,5,6,9,17,3,5,2,NA,NA,NA,NA,2
27000,60,1,2,5,13,4,5,1,4,6,5,2,NA,NA,NA,NA,2
0,27,1,6,8,6,5,3,5,9,1,8,2,NA,NA,NA,NA,2
32000,69,1,2,3,14,3,NA,6,10,8,2,2,NA,NA,NA,NA,1
0,73,1,5,5,15,5,5,7,10,3,5,4,NA,NA,NA,350,3
0,68,2,5,NA,14,2,5,9,17,3,5,1,3,0,0,240,3
0,80,1,5,5,16,5,2,9,17,5,5,2,NA,NA,NA,NA,1
0,74,1,5,NA,15,2,1,4,12,2,5,2,3,0,0,NA,2
16000,35,2,2,NA,7,1,2,3,6,4,2,4,NA,NA,NA,430,3
38000,46,1,2,1,10,3,2,5,9,8,1,1,1,0,0,340,3
0,74,1,5,5,15,5,2,9,17,4,5,2,NA,NA,NA,NA,3
0,75,2,5,NA,15,2,1,9,17,4,5,4,NA,NA,NA,370,3
34000,27,2,2,6,5,4,3,2,5,7,6,4,1,0,0,460,3
7000,25,2,3,NA,5,1,2,3,6,3,3,4,NA,NA,NA,410,2
